index,modelname,resolution,orig_graph_orig_img,orig_graph_adv_img,adv_graph_orig_img,adv_graph_adv_img
56,fa-acc_maps-l,I,"[0.054921895265579224, 0.35504335165023804, 0.2033897191286087, 0.3550436794757843, 0.0691196396946907]","[0.05606979876756668, 0.03293829783797264, 0.14630310237407684, 0.016240332275629044, 0.13209159672260284]","[0.016162704676389694, 0.11910321563482285, 0.016751565039157867, 0.11910306662321091, 0.025276193395256996]","[0.013554831966757774, 0.006062230095267296, 0.0665445327758789, 0.03250633925199509, 0.06833688169717789]"
55,fa-acc_maps-l,I,"[0.0547320581972599, 0.054366447031497955, 0.03056366555392742, 0.027476578950881958, 0.021534854546189308]","[0.009961379691958427, 0.0424419566988945, 0.04512520506978035, 0.07396937161684036, 0.06965028494596481]","[0.002091013127937913, 0.0017717487644404173, 0.001145036774687469, 0.0013023137580603361, 0.0021256967447698116]","[0.0018571442924439907, 0.0018363057170063257, 0.0015154005959630013, 0.013981235213577747, 0.0010680771665647626]"
33,fa-acc_maps-l,I,"[0.48468321561813354, 0.048720814287662506, 0.4960883855819702, 0.4939119815826416, 0.47438544034957886]","[0.022196641191840172, 0.010263422504067421, 0.012830233201384544, 0.11670548468828201, 0.015841476619243622]","[0.03841560333967209, 0.4484601616859436, 0.06771936267614365, 0.04351583123207092, 0.04154539480805397]","[0.4362461268901825, 0.4704616665840149, 0.45604974031448364, 0.47171837091445923, 0.45737114548683167]"
64,fa-acc_maps-l,I,"[0.13279297947883606, 0.43066930770874023, 0.49562910199165344, 0.26184824109077454, 0.2442297488451004]","[0.011944444850087166, 0.2874917984008789, 0.10930223762989044, 0.41625288128852844, 0.3118414282798767]","[0.3460416793823242, 0.5010778307914734, 0.11450476199388504, 0.4712580442428589, 0.4679899215698242]","[0.5259576439857483, 0.6681592464447021, 0.7515335083007812, 0.4554118812084198, 0.5652610063552856]"
89,fa-acc_maps-l,I,"[0.8967116475105286, 0.5961276888847351, 0.7936688661575317, 0.677893340587616, 0.6600927114486694]","[0.07415370643138885, 0.047858063131570816, 0.09630297869443893, 0.04299145191907883, 0.12887613475322723]","[0.26263895630836487, 0.2727404236793518, 0.24383841454982758, 0.3890168070793152, 0.47253477573394775]","[0.8503895998001099, 0.9133369326591492, 0.5672634840011597, 0.5958260893821716, 0.8663983345031738]"
63,fa-acc_maps-l,I,"[0.364205539226532, 0.22010581195354462, 0.533995509147644, 0.5040764212608337, 0.3750140964984894]","[0.15951703488826752, 0.09816260635852814, 0.06598585844039917, 0.028191126883029938, 0.054635293781757355]","[0.015085486695170403, 0.011413069441914558, 0.021224750205874443, 0.18531428277492523, 0.19094747304916382]","[0.44336146116256714, 0.7356131076812744, 0.6780363321304321, 0.6027384996414185, 0.5971777439117432]"
87,fa-acc_maps-l,I,"[0.4086216390132904, 0.5975744724273682, 0.5686278343200684, 0.32043546438217163, 0.49733850359916687]","[0.03445777669548988, 0.046751469373703, 0.13514330983161926, 0.028442004695534706, 0.072660893201828]","[0.05261552706360817, 0.04215478152036667, 0.15834741294384003, 0.04374541714787483, 0.0519527792930603]","[0.8187746405601501, 0.83470618724823, 0.8886953592300415, 0.8539259433746338, 0.6691380143165588]"
57,fa-acc_maps-l,I,"[0.4511716365814209, 0.28399455547332764, 0.2714179456233978, 0.2554131746292114, 0.2615339756011963]","[0.007137942127883434, 0.21104910969734192, 0.055437322705984116, 0.03484584763646126, 0.09077894687652588]","[0.00885003712028265, 0.03826893866062164, 0.0007754103280603886, 0.007758056744933128, 0.004479723051190376]","[0.44526517391204834, 0.08722841739654541, 0.04069671407341957, 0.3917451798915863, 0.3201448917388916]"
99,fa-acc_maps-l,I,"[0.4772973358631134, 0.5130703449249268, 0.564263105392456, 0.4298904538154602, 0.5231409668922424]","[0.050943680107593536, 0.014728307723999023, 0.14261198043823242, 0.03707820177078247, 0.018460823222994804]","[0.4346405267715454, 0.24926812946796417, 0.2835621237754822, 0.07332580536603928, 0.015751011669635773]","[0.9099633693695068, 0.9451429843902588, 0.8523960113525391, 0.8692852258682251, 0.7529595494270325]"
97,fa-acc_maps-l,I,"[0.36908191442489624, 0.38976794481277466, 0.42179203033447266, 0.3871021866798401, 0.295461505651474]","[0.003105033654719591, 0.39869681000709534, 0.02399604581296444, 0.12876488268375397, 0.006824918556958437]","[0.000508227152749896, 0.000599181279540062, 0.005498232785612345, 0.012144923210144043, 0.0072731319814920425]","[0.017493171617388725, 0.19571296870708466, 0.4160737097263336, 0.21809904277324677, 0.16261471807956696]"
9,fa-acc_maps-l,I,"[0.6365406513214111, 0.5778329968452454, 0.18712970614433289, 0.46208930015563965, 0.565937876701355]","[0.6571691036224365, 0.31361207365989685, 0.4029085338115692, 0.47092777490615845, 0.5519777536392212]","[0.9023512601852417, 0.5191781520843506, 0.3805373013019562, 0.4870584011077881, 0.6456559300422668]","[0.7995249032974243, 0.5276816487312317, 0.4079756438732147, 0.7115557193756104, 0.4711000621318817]"
16,fa-acc_maps-l,I,"[0.4920605719089508, 0.3202751874923706, 0.4812970757484436, 0.4744139611721039, 0.44265949726104736]","[0.406524658203125, 0.4789566993713379, 0.4838201701641083, 0.3933044970035553, 0.4136894941329956]","[0.10468181222677231, 0.12098950147628784, 0.17150180041790009, 0.500530481338501, 0.3423769772052765]","[0.2514953315258026, 0.06122627854347229, 0.3350573480129242, 0.30024904012680054, 0.46171844005584717]"
86,fa-acc_maps-l,I,"[0.48422911763191223, 0.5031024217605591, 0.45796439051628113, 0.4611333906650543, 0.4635322690010071]","[0.4413127601146698, 0.44105640053749084, 0.3887365758419037, 0.042932331562042236, 0.40822917222976685]","[0.2763713300228119, 0.2740688621997833, 0.34247836470603943, 0.261059433221817, 0.10030480474233627]","[0.12989455461502075, 0.32752150297164917, 0.5147055387496948, 0.15242625772953033, 0.2476092129945755]"
58,fa-acc_maps-l,I,"[0.13857293128967285, 0.1279156357049942, 0.40043890476226807, 0.3135935068130493, 0.2481524497270584]","[0.012311168015003204, 0.025951659306883812, 0.013561245054006577, 0.03244694694876671, 0.0030548954382538795]","[0.020860519260168076, 0.3148932158946991, 0.027563799172639847, 0.05787434056401253, 0.01799641363322735]","[0.2201472967863083, 0.043299559503793716, 0.09000644087791443, 0.12001346796751022, 0.14532925188541412]"
72,fa-acc_maps-l,I,"[0.25657570362091064, 0.1483592987060547, 0.1874839961528778, 0.3227195739746094, 0.16654634475708008]","[0.012129809707403183, 0.010342438705265522, 0.016400136053562164, 0.0019212595652788877, 0.0038516027852892876]","[0.028663408011198044, 0.07995836436748505, 0.054859377443790436, 0.02869275212287903, 0.06318691372871399]","[0.33675968647003174, 0.29771125316619873, 0.18422093987464905, 0.1679920107126236, 0.2522481083869934]"
48,fa-acc_maps-l,I,"[0.38949495553970337, 0.45561549067497253, 0.29919421672821045, 0.3274726867675781, 0.4734586775302887]","[0.1123882532119751, 0.4182196855545044, 0.033800605684518814, 0.4456520974636078, 0.3664780557155609]","[0.1765579730272293, 0.49118879437446594, 0.47003117203712463, 0.2292536199092865, 0.11729070544242859]","[0.40556445717811584, 0.21300765872001648, 0.4797365963459015, 0.32456034421920776, 0.21178902685642242]"
14,fa-acc_maps-l,I,"[0.2467299848794937, 0.3926653265953064, 0.1351235806941986, 0.3918110132217407, 0.18645042181015015]","[0.07600389420986176, 0.3241751194000244, 0.11404675245285034, 0.06971675157546997, 0.039892394095659256]","[0.01236638892441988, 0.0026974498759955168, 0.003503662534058094, 0.002552131423726678, 0.006867228075861931]","[0.6147059202194214, 0.46096017956733704, 0.19515754282474518, 0.49893835186958313, 0.38456782698631287]"
40,fa-acc_maps-l,I,"[0.7273544669151306, 0.5748705863952637, 0.841240644454956, 0.33269354701042175, 0.5757721662521362]","[0.6546480059623718, 0.38903871178627014, 0.2210914045572281, 0.7614122629165649, 0.2803998589515686]","[0.26635706424713135, 0.04368855059146881, 0.022119898349046707, 0.12375374138355255, 0.5823464393615723]","[0.018229762092232704, 0.15089093148708344, 0.4131322205066681, 0.18978291749954224, 0.16389526426792145]"
29,fa-acc_maps-l,I,"[0.31921085715293884, 0.3274582326412201, 0.38443613052368164, 0.42560169100761414, 0.23775064945220947]","[0.3150441348552704, 0.3863796591758728, 0.35369572043418884, 0.39150360226631165, 0.18401677906513214]","[0.1503726840019226, 0.004958542995154858, 0.09346490353345871, 0.3253640830516815, 0.03801289573311806]","[0.36581724882125854, 0.2181767374277115, 0.3375871777534485, 0.43580442667007446, 0.20510581135749817]"
85,fa-acc_maps-l,II,"[0.2558463215827942, 0.9440618753433228, 0.323403924703598, 0.419894814491272, 0.12657564878463745]","[0.10977758467197418, 0.09193412959575653, 0.0647846981883049, 0.171371191740036, 0.21679502725601196]","[0.6258922815322876, 0.009579738602042198, 0.3642241358757019, 0.7471288442611694, 0.859990119934082]","[0.8545970916748047, 0.866436243057251, 0.7209805846214294, 0.9182114601135254, 0.6914818286895752]"
34,fa-acc_maps-l,II,"[0.011223755776882172, 0.006755662150681019, 0.21750248968601227, 0.07747801393270493, 0.20926354825496674]","[0.0003346709709148854, 0.0019556896295398474, 9.142513590632007e-05, 0.002304405439645052, 0.0018792938208207488]","[0.0008007461437955499, 0.0009305821731686592, 0.0030255403835326433, 0.0007533887401223183, 0.004419601988047361]","[0.002247053664177656, 0.01175224594771862, 0.0035838072653859854, 0.004791525658220053, 0.05670241266489029]"
21,fa-acc_maps-l,II,"[0.016685321927070618, 0.023885507136583328, 0.08107130229473114, 0.04385368525981903, 0.027606584131717682]","[0.017618481069803238, 0.017402300611138344, 0.018646497279405594, 0.021938100457191467, 0.01213744841516018]","[0.16897879540920258, 0.37021058797836304, 0.39102303981781006, 0.17256991565227509, 0.3326796591281891]","[0.31894928216934204, 0.33398157358169556, 0.38318967819213867, 0.3564561903476715, 0.3749752938747406]"
87,fa-acc_maps-l,II,"[0.5180889964103699, 0.40017372369766235, 0.4009785056114197, 0.6094912886619568, 0.4686278998851776]","[0.03735700994729996, 0.03528068959712982, 0.06141643971204758, 0.01926756650209427, 0.028192603960633278]","[0.09841111302375793, 0.08205596357584, 0.14453381299972534, 0.02245967835187912, 0.1615307480096817]","[0.8496780395507812, 0.7421934008598328, 0.9263113141059875, 0.8198986649513245, 0.8611849546432495]"
75,fa-acc_maps-l,II,"[0.3927779793739319, 0.46542099118232727, 0.4293590188026428, 0.4785011410713196, 0.5001906156539917]","[0.3561907708644867, 0.10316511988639832, 0.46157559752464294, 0.17543859779834747, 0.2548217177391052]","[0.09331123530864716, 0.3975575566291809, 0.10831259191036224, 0.1783784031867981, 0.18371395766735077]","[0.06488247215747833, 0.36892199516296387, 0.1246732696890831, 0.49325302243232727, 0.5296252965927124]"
10,fa-acc_maps-l,II,"[0.2499108761548996, 0.3584735691547394, 0.23002803325653076, 0.2580834925174713, 0.3810654282569885]","[0.42334169149398804, 0.38074618577957153, 0.24556204676628113, 0.005816381424665451, 0.39577728509902954]","[0.4490784704685211, 0.49215787649154663, 0.40035656094551086, 0.34676456451416016, 0.47895070910453796]","[0.6318200826644897, 0.4227219820022583, 0.6499993801116943, 0.003496873192489147, 0.5215227603912354]"
73,fa-acc_maps-l,II,"[0.1527950018644333, 0.18449197709560394, 0.1485884040594101, 0.1887248158454895, 0.18092170357704163]","[0.04836322367191315, 0.09567954391241074, 0.02964276820421219, 0.020785408094525337, 0.1043684184551239]","[0.029390305280685425, 0.07896339893341064, 0.03446297347545624, 0.06528691202402115, 0.07593848556280136]","[0.34098875522613525, 0.4214465916156769, 0.3506084978580475, 0.07140316069126129, 0.18672651052474976]"
78,fa-acc_maps-l,II,"[0.3124893605709076, 0.2874017059803009, 0.03142569214105606, 0.2973763942718506, 0.17433294653892517]","[0.19655920565128326, 0.018338104709982872, 0.1452338993549347, 0.027955807745456696, 0.35666924715042114]","[0.39368361234664917, 0.3132546544075012, 0.600216805934906, 0.25929388403892517, 0.21169009804725647]","[0.2982836663722992, 0.770923376083374, 0.49574190378189087, 0.7345228791236877, 0.36150845885276794]"
67,fa-acc_maps-l,II,"[0.5188819766044617, 0.5239947438240051, 0.5205995440483093, 0.5101749300956726, 0.5786106586456299]","[0.5252103805541992, 0.4958535432815552, 0.61955726146698, 0.504631757736206, 0.4779011309146881]","[0.34545251727104187, 0.5140967965126038, 0.48261573910713196, 0.49662747979164124, 0.4804280996322632]","[0.6094633340835571, 0.49486997723579407, 0.43269598484039307, 0.369629830121994, 0.5893489122390747]"
97,fa-acc_maps-l,II,"[0.4100153148174286, 0.3496659994125366, 0.4346380829811096, 0.40100640058517456, 0.430096834897995]","[0.34396177530288696, 0.004677138291299343, 0.024517733603715897, 0.03311917558312416, 0.2621779143810272]","[0.0005806541303172708, 0.030522001907229424, 0.026043664664030075, 0.0021958756260573864, 0.0017129401676356792]","[0.3137131631374359, 0.057055387645959854, 0.11837037652730942, 0.4223088324069977, 0.26006218791007996]"
98,fa-acc_maps-l,II,"[0.7541171312332153, 0.7077455520629883, 0.5730085968971252, 0.431663453578949, 0.5577540993690491]","[0.3904980719089508, 0.11603797227144241, 0.006799850147217512, 0.1459868848323822, 0.005143983755260706]","[0.01968150958418846, 0.016257772222161293, 0.014172039926052094, 0.2234150767326355, 0.028497200459241867]","[0.6527486443519592, 0.39547330141067505, 0.463520348072052, 0.2643015384674072, 0.9163880944252014]"
35,fa-acc_maps-l,II,"[0.21492384374141693, 0.42709895968437195, 0.0643734261393547, 0.3599894046783447, 0.3836638629436493]","[0.06326743215322495, 0.030550912022590637, 0.011497706174850464, 0.01786598190665245, 0.01451010350137949]","[0.44288238883018494, 0.06070379167795181, 0.16919615864753723, 0.004278288688510656, 0.01014471985399723]","[0.46072298288345337, 0.3889225423336029, 0.6505334377288818, 0.5522223711013794, 0.40966668725013733]"
30,fa-acc_maps-l,II,"[0.5818682909011841, 0.32589712738990784, 0.4856777787208557, 0.48564597964286804, 0.49067142605781555]","[0.4262951612472534, 0.4707431495189667, 0.39296621084213257, 0.4739036560058594, 0.4321478605270386]","[0.28421103954315186, 0.058543138206005096, 0.35964736342430115, 0.034190814942121506, 0.4135071039199829]","[0.44319066405296326, 0.4457896053791046, 0.26547491550445557, 0.44623586535453796, 0.45754656195640564]"
56,fa-acc_maps-l,II,"[0.2222362458705902, 0.07907441258430481, 0.3550437390804291, 0.3550437390804291, 0.028770169243216515]","[0.012512057088315487, 0.018094608560204506, 0.18736347556114197, 0.06928306072950363, 0.1411646455526352]","[0.01093839667737484, 0.011361968703567982, 0.11910297721624374, 0.1191030964255333, 0.01107641402631998]","[0.027180083096027374, 0.002956455573439598, 0.1110435351729393, 0.010931158438324928, 0.1294027864933014]"
43,fa-acc_maps-l,II,"[0.8038555383682251, 0.2610465884208679, 0.7761339545249939, 0.8723617792129517, 0.8434404134750366]","[0.3317614197731018, 0.45911145210266113, 0.15918698906898499, 0.38350042700767517, 0.4892285466194153]","[0.015724869444966316, 0.1155959963798523, 0.0029589480254799128, 0.03423566371202469, 0.008462464436888695]","[0.36036694049835205, 0.46107912063598633, 0.49092862010002136, 0.37215110659599304, 0.2590922713279724]"
65,fa-acc_maps-l,II,"[0.5478665232658386, 0.897912859916687, 0.9457582235336304, 0.6363116502761841, 0.7875182628631592]","[0.021632852032780647, 0.017818255349993706, 0.31815865635871887, 0.006922001019120216, 0.18767811357975006]","[0.0715339332818985, 0.03851773589849472, 0.10455760359764099, 0.10612206906080246, 0.05140751600265503]","[0.6166144013404846, 0.8161413669586182, 0.6295796632766724, 0.5187138319015503, 0.6446486115455627]"
16,fa-acc_maps-l,II,"[0.4896794855594635, 0.35060614347457886, 0.38425910472869873, 0.4671805202960968, 0.4895254969596863]","[0.4322308599948883, 0.4027336537837982, 0.4675232172012329, 0.4070671498775482, 0.4929348826408386]","[0.276218980550766, 0.5147258043289185, 0.2030830681324005, 0.22124949097633362, 0.10890496522188187]","[0.3614904582500458, 0.1563476175069809, 0.22503936290740967, 0.4214611351490021, 0.04409103840589523]"
76,fa-acc_maps-l,II,"[0.8499464988708496, 0.8211809396743774, 0.8421317338943481, 0.6655824780464172, 0.9087281227111816]","[0.0023418003693223, 0.007009776309132576, 0.0048307087272405624, 0.00554183404892683, 0.004660333041101694]","[0.0043707434087991714, 0.010088342241942883, 0.008480805903673172, 0.012214167974889278, 0.016941681504249573]","[0.25256919860839844, 0.7551724910736084, 0.6586687564849854, 0.7895396947860718, 0.5803474187850952]"
25,fa-acc_maps-l,II,"[0.45692989230155945, 0.29782959818840027, 0.552021861076355, 0.6088463068008423, 0.6837053298950195]","[0.630008339881897, 0.4482550024986267, 0.46424615383148193, 0.7560471296310425, 0.18456736207008362]","[0.006869601551443338, 0.0023749074898660183, 0.06120644509792328, 0.01104496419429779, 0.0057139927521348]","[0.008243031799793243, 0.036656979471445084, 0.006047642789781094, 0.01689170114696026, 0.021508533507585526]"
33,fa-acc_maps-l,II,"[0.47970643639564514, 0.44283461570739746, 0.029358934611082077, 0.4880525469779968, 0.5458043813705444]","[0.02792004682123661, 0.1561857908964157, 0.029444143176078796, 0.029622353613376617, 0.015553764067590237]","[0.08745691925287247, 0.06801855564117432, 0.43760251998901367, 0.006647891364991665, 0.03583989664912224]","[0.471549928188324, 0.4680039882659912, 0.440637469291687, 0.4854423403739929, 0.45729032158851624]"
9,fa-acc_maps-l,II,"[0.5641251802444458, 0.6302680969238281, 0.6557201743125916, 0.2133059799671173, 0.475089430809021]","[0.3037315309047699, 0.42677372694015503, 0.2214210480451584, 0.5161195397377014, 0.3258003294467926]","[0.6566132307052612, 0.5128549933433533, 0.9073325395584106, 0.427200585603714, 0.5323469638824463]","[0.48434150218963623, 0.7763571739196777, 0.3781309425830841, 0.43977102637290955, 0.5131783485412598]"
44,fa-acc_maps-l,II,"[0.4659271240234375, 0.41716986894607544, 0.5972572565078735, 0.28182029724121094, 0.8490045070648193]","[0.698153018951416, 0.7213166952133179, 0.3547644019126892, 0.37181556224823, 0.659811794757843]","[0.257880300283432, 0.12001896649599075, 0.7218226194381714, 0.8101720809936523, 0.2583744525909424]","[0.7981966733932495, 0.14779752492904663, 0.49167606234550476, 0.4788271486759186, 0.857495903968811]"
39,fa-acc_maps-l,II,"[0.9170773029327393, 0.489565372467041, 0.755529522895813, 0.9050512909889221, 0.7673492431640625]","[0.5158359408378601, 0.8707809448242188, 0.5345444679260254, 0.5181193351745605, 0.4957475960254669]","[0.015236472710967064, 0.007270970847457647, 0.10273423790931702, 0.0454932264983654, 0.025495098903775215]","[0.10344837605953217, 0.2643241286277771, 0.3694213032722473, 0.26231899857521057, 0.018015218898653984]"
7,fa-acc_maps-l,II,"[0.38855302333831787, 0.3999635577201843, 0.5675441026687622, 0.5836163759231567, 0.6140375733375549]","[0.35260844230651855, 0.5583369731903076, 0.1671973466873169, 0.12363822758197784, 0.018495043739676476]","[0.010155574418604374, 0.016583725810050964, 0.007222563493996859, 0.05069952830672264, 0.0065466430969536304]","[0.27621525526046753, 0.004064984153956175, 0.10554468631744385, 0.07125718891620636, 0.11686836183071136]"
60,fa-acc_maps-l,II,"[0.3960556983947754, 0.42207542061805725, 0.28130191564559937, 0.011218266561627388, 0.16270382702350616]","[0.023323936387896538, 0.22829757630825043, 0.14144042134284973, 0.3992430567741394, 0.13571831583976746]","[0.056360598653554916, 0.030753372237086296, 0.04613286629319191, 0.03880550339818001, 0.019501548260450363]","[0.20886078476905823, 0.08442536741495132, 0.03436578810214996, 0.04337884858250618, 0.01016790047287941]"
28,fa-acc_maps-l,II,"[0.2453925907611847, 0.11416903138160706, 0.12477631121873856, 0.2578442394733429, 0.31148871779441833]","[0.3116357922554016, 0.2660706639289856, 0.1831081509590149, 0.27068227529525757, 0.1445688158273697]","[0.14749102294445038, 0.006819062866270542, 0.05257295072078705, 0.05843541771173477, 0.05045206844806671]","[0.21415245532989502, 0.08833403140306473, 0.3199062645435333, 0.3346650004386902, 0.23454050719738007]"
52,fa-acc_maps-l,II,"[0.18060937523841858, 0.3977854549884796, 0.32301613688468933, 0.42089420557022095, 0.12444664537906647]","[0.023452386260032654, 0.07824909687042236, 0.17000055313110352, 0.17603078484535217, 0.1627737134695053]","[0.03438211977481842, 0.4010726809501648, 0.03761783242225647, 0.3585937023162842, 0.2470475286245346]","[0.013028017245233059, 0.2511911392211914, 0.18530528247356415, 0.31572145223617554, 0.6012122631072998]"
58,fa-acc_maps-l,II,"[0.40849077701568604, 0.21000924706459045, 0.09122334420681, 0.2224782556295395, 0.02492697909474373]","[0.02471603825688362, 0.0036231214180588722, 0.007829827256500721, 0.01200512982904911, 0.028296424075961113]","[0.022635122761130333, 0.024908559396862984, 0.2724568545818329, 0.11060286313295364, 0.015013335272669792]","[0.10932976007461548, 0.11765772104263306, 0.15998977422714233, 0.035104215145111084, 0.0519588366150856]"
71,fa-acc_maps-l,II,"[0.10974414646625519, 0.30394113063812256, 0.3001100718975067, 0.1714005023241043, 0.283793181180954]","[0.32718801498413086, 0.05373409017920494, 0.3003084361553192, 0.26700976490974426, 0.03234735503792763]","[0.007929445244371891, 0.061833273619413376, 0.13727520406246185, 0.09940508753061295, 0.214506134390831]","[0.30317842960357666, 0.4418528974056244, 0.472708135843277, 0.46717721223831177, 0.4764259159564972]"
81,fa-acc_maps-l,II,"[0.4500546455383301, 0.49573129415512085, 0.4881919026374817, 0.5275585055351257, 0.4375768303871155]","[0.05702531710267067, 0.4198755621910095, 0.38157251477241516, 0.49240654706954956, 0.5020905137062073]","[0.431106299161911, 0.10644165426492691, 0.21544019877910614, 0.14713270962238312, 0.27179601788520813]","[0.2281895875930786, 0.25956568121910095, 0.17044559121131897, 0.40868937969207764, 0.1581888496875763]"
22,fa-acc_maps-l,II,"[0.916987955570221, 0.9725610017776489, 0.9476564526557922, 0.9581167101860046, 0.9417837858200073]","[0.4983454644680023, 0.7593103647232056, 0.9370131492614746, 0.9525587558746338, 0.9677306413650513]","[0.005134349688887596, 0.002247283700853586, 0.00397806940600276, 0.003443423891440034, 0.035896703600883484]","[0.46163299679756165, 0.3411255180835724, 0.42066970467567444, 0.022424187511205673, 0.0027624003123492002]"
51,fa-acc_maps-l,II,"[0.07829731702804565, 0.3864627480506897, 0.1882047951221466, 0.19530527293682098, 0.2983804941177368]","[0.341069757938385, 0.4129834473133087, 0.31637337803840637, 0.3539428412914276, 0.3691307008266449]","[0.023993967100977898, 0.016586989164352417, 0.005444691050797701, 0.002888259245082736, 0.002299637533724308]","[0.0017292738193646073, 0.0001840097684180364, 0.0006285841227509081, 0.0007470264099538326, 0.0029193588998168707]"
1,fa-acc_maps-l,II,"[0.4911123216152191, 0.49486827850341797, 0.48792916536331177, 0.5096573829650879, 0.507384181022644]","[0.47227180004119873, 0.4582054913043976, 0.5000002384185791, 0.49671587347984314, 0.4815082848072052]","[0.4736320376396179, 0.45619457960128784, 0.39618533849716187, 0.4053003489971161, 0.4242061674594879]","[0.46084633469581604, 0.353014200925827, 0.4509544372558594, 0.4224664866924286, 0.43468499183654785]"
88,fa-acc_maps-l,II,"[0.28359389305114746, 0.43723124265670776, 0.44254806637763977, 0.45437657833099365, 0.31690797209739685]","[0.010994390584528446, 0.06962595880031586, 0.1565995216369629, 0.2839740216732025, 0.12499034404754639]","[0.1619626134634018, 0.1890956461429596, 0.08207066357135773, 0.2089775800704956, 0.06337673962116241]","[0.09957680106163025, 0.13207733631134033, 0.15060727298259735, 0.15926435589790344, 0.08662335574626923]"
18,fa-acc_maps-l,II,"[0.4760175347328186, 0.4468750059604645, 0.4923800826072693, 0.475066214799881, 0.4593234658241272]","[0.07324230670928955, 0.3603544235229492, 0.12908555567264557, 0.09198945760726929, 0.2365117371082306]","[0.005641096271574497, 0.003011493943631649, 0.0018249673303216696, 0.0008480116375721991, 0.0034155554603785276]","[0.42034000158309937, 0.0019040515180677176, 0.37903791666030884, 0.009140225127339363, 0.01716044545173645]"
53,fa-acc_maps-l,II,"[0.025451207533478737, 0.3564656674861908, 0.023144498467445374, 0.20540796220302582, 0.31745168566703796]","[0.08886168152093887, 0.16807569563388824, 0.09682878851890564, 0.09577937424182892, 0.21163737773895264]","[0.0011428531724959612, 0.0037317033857107162, 0.00926162302494049, 0.003495079930871725, 0.0037310465704649687]","[0.3976488709449768, 0.015267400071024895, 0.0012874652165919542, 0.004927732516080141, 0.004472455941140652]"
80,fa-acc_maps-l,II,"[0.3805539011955261, 0.06299451738595963, 0.2897769808769226, 0.06942354887723923, 0.24565859138965607]","[0.06917265057563782, 0.05504274368286133, 0.10380341112613678, 0.1639026701450348, 0.08046206831932068]","[0.10757730901241302, 0.14084230363368988, 0.08054707199335098, 0.12710843980312347, 0.21265147626399994]","[0.25061172246932983, 0.4934307634830475, 0.48157355189323425, 0.3696582317352295, 0.38453441858291626]"
93,fa-acc_maps-l,II,"[0.6856331825256348, 0.852570116519928, 0.813380241394043, 0.8632330894470215, 0.1360531896352768]","[0.013219328597187996, 0.4076467752456665, 0.19278697669506073, 0.4965755343437195, 0.07994653284549713]","[0.008537719957530499, 0.13222503662109375, 0.051446348428726196, 0.13317671418190002, 0.3771767020225525]","[0.01421307772397995, 0.37769582867622375, 0.010806133970618248, 0.25888392329216003, 0.26463526487350464]"
45,fa-acc_maps-l,II,"[0.7332600355148315, 0.6266320943832397, 0.5087226629257202, 0.4130534529685974, 0.7175183892250061]","[0.046297620981931686, 0.248374342918396, 0.15418677031993866, 0.06711579114198685, 0.05567202717065811]","[0.039153993129730225, 0.010931606404483318, 0.07159046083688736, 0.01939009130001068, 0.013402469456195831]","[0.5896226763725281, 0.581997275352478, 0.6116925477981567, 0.4582903981208801, 0.6038615703582764]"
15,fa-acc_maps-l,II,"[0.6036965250968933, 0.8750392198562622, 0.8702850341796875, 0.6201797127723694, 0.6333435773849487]","[0.35283610224723816, 0.26252633333206177, 0.747430145740509, 0.25020936131477356, 0.4478187561035156]","[0.009824471548199654, 0.003777378937229514, 0.002466877456754446, 0.020219095051288605, 0.011674915440380573]","[0.046548306941986084, 0.040854185819625854, 0.02064596675336361, 0.029157891869544983, 0.41440054774284363]"
4,fa-acc_maps-l,II,"[0.07895603030920029, 0.10664942115545273, 0.28368455171585083, 0.12265163660049438, 0.5979706048965454]","[0.0045687248930335045, 0.3530384600162506, 0.029540428891777992, 0.10499333590269089, 0.010973719879984856]","[0.4555673599243164, 0.5191300511360168, 0.0019355902913957834, 0.47735267877578735, 0.13700926303863525]","[0.46466732025146484, 0.0054396577179431915, 0.48897573351860046, 0.5726633667945862, 0.49848124384880066]"
41,fa-acc_maps-l,II,"[0.869455099105835, 0.5091360211372375, 0.8682681322097778, 0.6440219879150391, 0.4804248809814453]","[0.01860738731920719, 0.5539031028747559, 0.886332631111145, 0.7740907669067383, 0.497521311044693]","[0.017361508682370186, 0.005005302838981152, 0.012463218532502651, 0.007503528147935867, 0.009201951324939728]","[0.13244183361530304, 0.01276132371276617, 0.008824530057609081, 0.015063120052218437, 0.007750389166176319]"
8,fa-acc_maps-l,II,"[0.5645647048950195, 0.7665188312530518, 0.5464301109313965, 0.577982485294342, 0.4566451609134674]","[0.5125442147254944, 0.6449147462844849, 0.553005576133728, 0.487195760011673, 0.14535683393478394]","[0.473294734954834, 0.0027139189187437296, 0.02051520347595215, 0.010467050597071648, 0.4601370394229889]","[0.029768114909529686, 0.02978178672492504, 0.023443147540092468, 0.012228347361087799, 0.002307618036866188]"
57,fa-acc_maps-l,II,"[0.2730916440486908, 0.36741435527801514, 0.3339702785015106, 0.2099725604057312, 0.3904334008693695]","[0.035635389387607574, 0.104966901242733, 0.09975156933069229, 0.007400461472570896, 0.03819042071700096]","[0.005958786699920893, 0.012140162289142609, 0.00618056720122695, 0.001570256077684462, 0.013203026726841927]","[0.02147286757826805, 0.31956833600997925, 0.17203538119792938, 0.41896724700927734, 0.41745489835739136]"
